CID,SMILES
9227621,CS(=O)(=O)N1CCC2=C1C=CC(=C2)C(=O)NOCC3=CC=CC=C3
9227624,C1CN(CCC1C(=O)NOCC2=CC=CC=C2)C(=O)C3=CC=CS3
9227626,CC1=C(C(=NC2=NC=NN12)C)CC(=O)NOCC3=CC=CC=C3
9227627,C1=CC=C(C=C1)CONC(=O)CNC(=O)C2=NC=CC(=C2)Cl
9227628,CC1=CC(=C(N1C2CC2)C)/C=C/C(=O)NOCC3=CC=CC=C3
9227629,C1C2=CC=CC=C2C(=O)N(C1=O)CCC(=O)NOCC3=CC=CC=C3
9227630,COC1=C(C=C(C=C1)C(=O)NOCC2=CC=CC=C2)S(=O)(=O)NC3CC3
9227631,CN(CC(=O)NOCC1=CC=CC=C1)S(=O)(=O)C2=CC3=CC=CC=C3C=C2
9227632,C1=CC=C(C=C1)CONC(=O)C[C@@H]2C(=O)NC3=CC=CC=C3O2
9227633,C1=CC=C(C=C1)CONC(=O)C[C@H]2C(=O)NC3=CC=CC=C3O2
9227636,C1=CC=C(C=C1)CONC(=O)C2=CC(=O)C3=C(O2)C=CC(=C3)Cl
9227637,C1C2=CC=CC=C2C(=O)N(C1=O)CC(=O)NOCC3=CC=CC=C3
9227639,CC(C)OCC1=CC=C(C=C1)C(=O)NOCC2=CC=CC=C2
9227640,C1=CC=C(C=C1)CONC(=O)CCCCNC(=O)N
9227641,CN(OC)S(=O)(=O)C1=CC(=C(C=C1)Cl)C(=O)NOCC2=CC=CC=C2
9227644,CC(C)(C)OC(=O)NC1=CC=C(C=C1)C(=O)NOCC2=CC=CC=C2
9227645,COC1=CC=CC=C1C2=NN(C=C2C(=O)NOCC3=CC=CC=C3)CC4=CC=CC=C4
9227646,COC1=CC2=C(C=C1)C=C(C=C2)/C=C/C(=O)NOCC3=CC=CC=C3
9227647,CN(CC(=O)NOCC1=CC=CC=C1)C2=NS(=O)(=O)C3=CC=CC=C32
9227648,C1=CC=C(C=C1)CONC(=O)CCCN2C3=C(C=C(C=C3)[N+](=O)[O-])OC2=O
9227649,C1CC(=O)N(C1)C2=CC=C(C=C2)C(=O)NCC(=O)NOCC3=CC=CC=C3
9227652,CC(C)(C)OC(=O)NC1=CC=CC(=C1)C(=O)NOCC2=CC=CC=C2
9227654,CC1=C(C(=NC(=N1)SC)C)CCC(=O)NOCC2=CC=CC=C2
9227656,C1=CC=C(C=C1)CONC(=O)C2=CC3=C(O2)C=CC(=C3)Cl
9227657,CC1=C(C(=NO1)C)S(=O)(=O)NCCC(=O)NOCC2=CC=CC=C2
9227658,C1=CC=C(C=C1)CONC(=O)CCN2C3=C(C=C(C=C3)Cl)OC2=O
9227659,C1=CC=C(C=C1)CONC(=O)CCC2=NC(=NO2)C3=CC=C(C=C3)Cl
9227661,CCOC(=O)NC1=CC=C(C=C1)C(=O)NOCC2=CC=CC=C2
9227663,CC1=C(C(=NN1C2=CC(=CC=C2)OC)C)CCC(=O)NOCC3=CC=CC=C3
9227664,CCOC(=O)NC1=CC=CC(=C1)C(=O)NOCC2=CC=CC=C2
9227666,C1CC(=O)N(C1)C2=CC=CC=C2C(=O)NOCC3=CC=CC=C3
9227668,C1=CC=C(C=C1)CN2C=C(C=N2)C(=O)NOCC3=CC=CC=C3
9227669,C/C(=N/OCC(=O)NOCC1=CC=CC=C1)/C2=CC3=C(C=C2)OCO3
9227672,COC1=CC=C(C=C1)S(=O)(=O)N2CCC[C@@H](C2)C(=O)NOCC3=CC=CC=C3
9227673,COC1=CC=C(C=C1)S(=O)(=O)N2CCC[C@H](C2)C(=O)NOCC3=CC=CC=C3
9227675,C1=CC=C(C=C1)CONC(=O)C2=CC3=C(ON=C3C=C2)C4=CC=CC=C4
9227676,C1CC(=O)N(C1)CC2=CC(=CC=C2)C(=O)NOCC3=CC=CC=C3
9234246,C1C[C@H](CN(C1)C(=O)C2=CC=C(O2)[N+](=O)[O-])C3=NC4=CC=CC=C4S3
9234258,C1C[C@@H](CN(C1)C(=O)C2=CC=C(O2)[N+](=O)[O-])C3=NC4=CC=CC=C4S3
9238424,C1CN(CC[NH+]1CC2=NC3=CC=CC=C3S2)C(=O)C4=CC=C(O4)[N+](=O)[O-]
9238425,C1CN(CCN1CC2=NC3=CC=CC=C3S2)C(=O)C4=CC=C(O4)[N+](=O)[O-]
9243400,COC1=CC=C(C=C1)CC2=NNC(=S)N2/N=C\C3=CC=C(O3)[N+](=O)[O-]
9244516,CC1=CC(=NN1C2=NN=CN2/N=C\C3=CC=C(O3)[N+](=O)[O-])C
9244808,COC1=CC=CC=C1NC(=O)C2=CC=C(C=C2)NC(=O)C3=CC=C(O3)[N+](=O)[O-]
9246594,CCCC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C(=O)C3=CC=C(O3)[N+](=O)[O-]
9258152,C1CC2=CC=CC=C2N(C1)CC(=O)N/N=C\C3=CC=C(O3)[N+](=O)[O-]
9267895,C1COC2=C(O1)C=CC(=C2)C3=NN(C=C3C(=O)NOCC(=O)[O-])C4=CC=CC=C4
9300098,CCONC(=O)C1=CC2=C(C=C1)N3CCC[C@@H]3C(=O)N2
9300103,CCONC(=O)C1=CC2=C(C=C1)N3CCC[C@H]3C(=O)N2
9358785,CC1=NNC(=S)N1/N=C\C2=CC=C(O2)[N+](=O)[O-]
9415452,CCOC1=CC=CC=C1N2CCN(CC2)C(=O)C3=CC=C(O3)[N+](=O)[O-]
9454825,C[C@@H](C(=O)C1=CC2=C(CCC2)C=C1)OC(=O)C3=CC=C(O3)[N+](=O)[O-]
9454826,C[C@H](C(=O)C1=CC2=C(CCC2)C=C1)OC(=O)C3=CC=C(O3)[N+](=O)[O-]
9454839,C[C@@H](C(=O)C1=CNC2=CC=CC=C21)OC(=O)C3=CC=C(O3)[N+](=O)[O-]
9454840,C[C@H](C(=O)C1=CNC2=CC=CC=C21)OC(=O)C3=CC=C(O3)[N+](=O)[O-]
9454864,C[C@@H](C12CC3CC(C1)CC(C3)C2)NC(=O)COC(=O)C4=CC=C(O4)[N+](=O)[O-]
9454929,C[C@@H]1CCCC[C@H]1NC(=O)[C@@H](C)OC(=O)C2=CC=C(O2)[N+](=O)[O-]
9454930,C[C@H]1CCCC[C@H]1NC(=O)[C@@H](C)OC(=O)C2=CC=C(O2)[N+](=O)[O-]
9454931,C[C@@H]1CCCC[C@@H]1NC(=O)[C@@H](C)OC(=O)C2=CC=C(O2)[N+](=O)[O-]
9454932,C[C@H]1CCCC[C@@H]1NC(=O)[C@@H](C)OC(=O)C2=CC=C(O2)[N+](=O)[O-]
9497833,CC1=CC(=C(C(=C1)C)S(=O)(=O)ON2C(=O)C[C@H](C2=O)CC3=CC[C@H]4C[C@H]3C4(C)C)C
9511056,CCOC(=O)C1=C(N(N=C1C2=CC=C(O2)[N+](=O)[O-])C3=CC=C(C=C3)[N+](=O)[O-])C
9531719,CC(C)[C@@H](C(=O)ON1C(=O)CCC1=O)NC(=O)[C@@H](CC2=CC=C(C=C2)N(CCCl)CCCl)NC(=O)C
9531720,CC(C)[C@H](C(=O)ON1C(=O)CCC1=O)NC(=O)[C@@H](CC2=CC=C(C=C2)N(CCCl)CCCl)NC(=O)C
9531721,CC(C)[C@@H](C(=O)ON1C(=O)CCC1=O)NC(=O)[C@H](CC2=CC=C(C=C2)N(CCCl)CCCl)NC(=O)C
9531723,CC(C)[C@H](C(=O)ON1C(=O)CCC1=O)NC(=O)[C@H](CC2=CC=C(C=C2)N(CCCl)CCCl)NC(=O)C
9532905,C1[C@@H](O[C@@H](ON1C(=O)C2=CC=CC=C2)C3=C4C=CC=CC4=CC5=CC=CC=C53)COC6=CC=CC=C6
9532906,C1[C@H](O[C@@H](ON1C(=O)C2=CC=CC=C2)C3=C4C=CC=CC4=CC5=CC=CC=C53)COC6=CC=CC=C6
9532907,C1[C@@H](O[C@H](ON1C(=O)C2=CC=CC=C2)C3=C4C=CC=CC4=CC5=CC=CC=C53)COC6=CC=CC=C6
9532908,C1[C@H](O[C@H](ON1C(=O)C2=CC=CC=C2)C3=C4C=CC=CC4=CC5=CC=CC=C53)COC6=CC=CC=C6
9541690,CC1=C[C@H]2N(O[C@H]1[C@@H]3[C@@H](C(=O)N3N2C(=O)OCC4=CC=CC=C4)NC(=O)CC5=CC=CC=C5)C(=O)C6=CC=CC=C6
9541692,CC1=C[C@@H]2N(O[C@@H]1[C@@H]3[C@@H](C(=O)N3N2C(=O)OCC4=CC=CC=C4)NC(=O)CC5=CC=CC=C5)C(=O)C6=CC=CC=C6
9554376,C1=COC=C1/C=N/NC(=O)N/N=C/C2=COC(=C2)[N+](=O)[O-]
9559413,C1=CC(=CC=C1C(=S)N/N=C/C2=CC=C(O2)[N+](=O)[O-])Cl
9560240,CC(C)(C)C1=CC2=C(C=C1)OC[C@@H](O2)C(=O)N/N=C/C3=CC=C(O3)[N+](=O)[O-]
9566270,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)NC(=O)O/N=C(/C3=CC=C(O3)[N+](=O)[O-])\N
9568060,CCN(CC)CCN1C(=O)CN(C1=O)/N=C/C2=CC=C(O2)[N+](=O)[O-]
9568062,C1C(=O)N(C(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-])C3=CC(=CC=C3)Cl
9568152,C1=CC(=CC=C1NC(=O)N(C(=O)N)/N=C/C2=CC=C(O2)[N+](=O)[O-])[N+](=O)[O-]
9568806,C1C(=O)N(C(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-])C3=CC=CC=C3
9568813,CN1CCN(CC1)CCC(=O)N/N=C/C2=CC=C(O2)[N+](=O)[O-]
9568814,C1CN(CCN1CCC2=CC=CC=C2)CC(=O)N/N=C/C3=CC=C(O3)[N+](=O)[O-]
9570084,CN(C)CC(=O)N/N=C/C1=CC=C(O1)[N+](=O)[O-]
9570309,CC1CNC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-]
9570497,CC(C)NCC(=O)N/N=C/C1=CC=C(O1)[N+](=O)[O-]
9570506,CCCNCC(=O)N/N=C/C1=CC=C(O1)[N+](=O)[O-]
9570514,C[N+](C)(CC(=O)N/N=C/C1=CC=C(O1)[N+](=O)[O-])N
9570735,CCN(CC)CC(=O)N/N=C/C1=CC=C(O1)[N+](=O)[O-]
9570912,C[N+](C)(C)CC(=O)N/N=C/C(=O)C1=CC=C(O1)[N+](=O)[O-]
9570921,C[N+](C)(C)CC(=O)N/N=C/C1=CC=C(O1)[N+](=O)[O-]
9572925,C1CCN(C1)CC2CN(C(=O)O2)/N=C/C3=CC=C(O3)[N+](=O)[O-]
9572928,CCCN(CCC)CC1CN(C(=O)O1)/N=C/C2=CC=C(O2)[N+](=O)[O-]
9573110,CCCS/C(=N/N=C/C1=CC=C(O1)[N+](=O)[O-])/N
9576396,CC1CCCC(N1CC(CO/N=C/C2=CC=C(O2)[N+](=O)[O-])O)C
9577151,C1COCCN1CCC2=CN(C(=O)O2)/N=C/C3=CC=C(O3)[N+](=O)[O-]
9578056,CCN(CC)CCCC(=NC(=O)C1=CC(=NC2=CC=CC=C21)/C=C/C3=CC=C(O3)[N+](=O)[O-])C
9578582,C1CCN(CC1)CC(=O)N/N=C/C(=C/C2=CC=C(O2)[N+](=O)[O-])/Br
9578670,C1CC[N+](C1)(CC(=O)N/N=C/C2=CC=C(O2)[N+](=O)[O-])N
9578672,C1CC[N+](CC1)(CC(=O)N/N=C/C2=CC=C(O2)[N+](=O)[O-])N
9578674,C1COCC[N+]1(CC(=O)N/N=C/C2=CC=C(O2)[N+](=O)[O-])N
9578726,CC1=C(SC(=N1)/C=C/C2=CC=C(O2)[N+](=O)[O-])/C(=N\N=C(N)N)/C
9580355,C1C(=O)N(CC(=O)N1C2=CC=C(C=C2)I)/N=C/C3=CC=C(O3)[N+](=O)[O-]
9580356,C1C(=O)N(CC(=O)N1C2=CC(=CC(=C2)Cl)Cl)/N=C/C3=CC=C(O3)[N+](=O)[O-]
9580785,C1=CC(=C(C(=C1)Cl)/C=N/NC(=O)C2=NC(=NO2)C3=CC=C(O3)[N+](=O)[O-])Cl
9580797,CC1=CC(=NC2=NC(=NN12)SC/C(=N/OC(=O)C3=CC=C(O3)[N+](=O)[O-])/N)C
9580900,CC1=CC(=NO1)C(=O)O/N=C(/C2=CC=C(O2)[N+](=O)[O-])\N
9583931,C1=C(OC(=C1)[N+](=O)[O-])/C=N/NC2=NC3=C(N=CN=C3N2[C@@H]4[C@H]([C@H]([C@@H](O4)CO)O)O)N
9584728,C1=C(OC(=C1)[N+](=O)[O-])/C=N/NC(=O)[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O
9590065,C1=CC(=C(C=C1[N+](=O)[O-])Br)OCC(=O)N/N=C/C2=C(C(=CC(=C2)Br)Br)OC(=O)C3=CC=C(O3)[N+](=O)[O-]
9590532,CC1=CC(=CC(=C1OCC(=O)N/N=C/C2=CC(=CC=C2)OC(=O)C3=CC=C(O3)[N+](=O)[O-])C)I
9590535,CC(C)(C)C1=CC=C(C=C1)OCC(=O)N/N=C/C2=CC(=CC=C2)OC(=O)C3=CC=C(O3)[N+](=O)[O-]
9617153,CC1=C(C(=CC=C1)OCC(=O)N/N=C/C2=CC=C(O2)[N+](=O)[O-])C
9623068,C1C(OC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-])COC3=CC=CC=C3
9624901,CCOC1=CC2=C(C=C1)N=C(S2)SCC(=O)N/N=C/C3=CC=C(O3)[N+](=O)[O-]
9629771,COC1CN(C(=O)O1)/N=C/C2=CC=C(O2)[N+](=O)[O-]
9630708,C1/C(=N\N=C\C2=CC=C(O2)[N+](=O)[O-])/N(C(=O)S1)C3=CC=CC=C3
9630874,CC1=C(C=C(S1)/C=N/NC(=O)C2=CC=C(O2)[N+](=O)[O-])Br
9634610,C1=C(OC(=C1)[N+](=O)[O-])/C=N/N=C(/C2=CN=CC(=N2)Cl)\N
9647858,C1=CN=C(N=C1)SCC2=CC=C(C=C2)C(=O)N/N=C/C3=CC=C(O3)[N+](=O)[O-]
9648763,C1=CC=C(C(=C1)CN2C=C(C3=CC=CC=C32)C(=O)N/N=C/C4=CC=C(O4)[N+](=O)[O-])Cl
9652947,C1=CC(=NC(=C1)N=CC2=CC=C(O2)[N+](=O)[O-])/N=C/C3=CC=C(O3)[N+](=O)[O-]
9653675,C1=C(OC(=C1)[N+](=O)[O-])/C=N/NC2=CC(=C(C(=C2)Br)O)Br
9661456,CCCCCCCCCCCCCCCC(=O)N(C(C)/C(=N/O)/C)O
9666191,C1=CC=C2C(=C1)C(=CN2)CC(=O)N/N=C(/C3=CC=C(O3)[N+](=O)[O-])\N
9666982,C1=CC=C(C=C1)/C=C/C=N/N=C(\N)/SC(=O)C2=CC=C(O2)[N+](=O)[O-]
4351987,CS(=O)(=O)SCCCCCCCCCCCCCCCC(=O)ON1C(=O)CCC1=O
4401584,CS(=O)(=O)SCCCCCCCCCCCC(=O)ON1C(=O)CCC1=O
4251777,CS(=O)(=O)SCCCCCCCC(=O)ON1C(=O)CCC1=O
4387099,C1CC(=O)N(C1=O)OC(=O)C2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CC=C4)C5=CC=CC=C5
7408683,C([C@@H](C(=O)NO)N)Cl
5152492,CON1C(=O)C(=O)NC1=O
4317322,C1=CC(=C(C=C1Cl)Cl)CONC(=O)CCCCl
3723612,C1=CC(=C(C=C1Cl)Cl)CON2C(=O)C(=O)NC2=O
4197274,CC1=CC=C(C=C1)NC2(CC(=O)N(O2)C3=CC=CC=C3)C
3778068,C1=CC(=CC=C1CON2C(=O)C(=O)NC2=O)Cl
4313670,C1=CC(=C(C(=C1)Cl)CON2C(=O)C(=O)NC2=O)Cl
4350078,C1=CC(=CC(=C1)Cl)CON2C(=O)C(=O)NC2=O
3881864,C1=CC=C(C=C1)CNC2=NONC2=O
3746806,C1=CC=C2C(=C1)C(=O)N(C2=O)OCC(=O)NNC(=O)C3=CC=C(C=C3)Cl
4594493,CC1=CC=C(C=C1)CN2C(=O)C(=O)N(C2=O)OC
4682817,C1C(C(=O)N(C1=O)OC(=O)CCCCCNC(=O)CCCCC2C3C(CS2)NC(=O)N3)S(=O)(=O)[O-].[Na+]
3732925,CCOC(=O)C1C(CN(C1=O)O)C2=CC=CC=C2
3952999,C1CCN(C1)C2=NONC2=O
4061206,CCNC1=CC2=C(C=C1C)C(=C3C=C(C(=NCC)C=C3O2)C)C4=C(C=CC(=C4)C(=O)ON5C(=O)CCC5=O)C(=O)O
6538365,CCCCOC(=O)/C=C/C1=CC=C(O1)[N+](=O)[O-]
4085126,CC(=O)NC1=CC=C(C=C1)SCC2=CC=C(O2)[N+](=O)[O-]
4442930,CS(=O)(=O)CC1=CC=C(O1)[N+](=O)[O-]
5354333,CC(CN(C(=O)N)/N=C/C1=CC=C(O1)[N+](=O)[O-])O
4098635,C1CC(=O)N(C1=O)OC(=O)C(CC2=CC=C(C=C2)OCC3=CC=CC=C3)NC(=O)OCC4=CC=CC=C4
6447300,CCOC(=O)C1=C([N+](=C(S1)/C=C/C2=CC=C(O2)[N+](=O)[O-])[O-])C
6538366,CCCNC(=O)/C=C/C1=CC=C(O1)[N+](=O)[O-]
5709146,COC1=C(C=CC(=C1)C=O)O/C=C/C2=CC=C(O2)[N+](=O)[O-]
5075851,CC(=O)CC(=O)ONC(=O)C1=CC=C(C=C1)OC
5797343,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)O/N=C(/C3=CC=C(O3)[N+](=O)[O-])\N
3663953,CC(C)(C)OC(=O)CC(C(=O)ON1C(=O)CCC1=O)NC(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24
5061085,COC1=CC(=C(C(=C1)OC)[P+](CC(=O)ON2C(=O)CCC2=O)(C3=C(C=C(C=C3OC)OC)OC)C4=C(C=C(C=C4OC)OC)OC)OC
5095318,CCN1C2=C(C=C(C=C2)C(=O)ON3C(=O)CCC3=O)C(C1=CC4=C(C(=CC5=[N+](C6=C(C5(C)C)C=C(C=C6)Cl)C)C4=O)O)(C)C
6433593,CN(C)C(=S)N/N=C\C1=CC=C(O1)[N+](=O)[O-]
6912393,C/C(=C/C(=O)N(CCCC1C(=O)NC(C(=O)N1)CCCN(C(=O)/C=C(/C)\CCOC(=O)C(CCCN(C(=O)C)[O-])N(C)C)[O-])[O-])/CCO
9570603,CCN(CC)CCCNC(=O)C(=O)N/N=C/C1=CC=C(O1)[N+](=O)[O-]
12387434,C1CCC2=C(C(C1)N)C(=O)NO2
9717396,CN=C1N(C(=CS1)C2=CC3=C(C=C2)OCCO3)/N=C/C4=CC=C(O4)[N+](=O)[O-]
12432499,C(CCl)NC(=O)C(=O)NO
12236352,COC1=C(C=C(C=C1Cl)C(=O)ON2C(=O)C3=CC=CC=C3C2=O)Cl
9738804,CC1=CC2=C(C=C1)N=C(S2)N(C(=O)C3=CC=C(O3)[N+](=O)[O-])/N=C/C4=CC=CC=C4
9738820,CC1=CC2=C(C=C1)N=C(S2)N(C(=O)C3=CC=CC=C3)/N=C/C4=CC=C(O4)[N+](=O)[O-]
12282503,CC1=C(C(=O)NO1)CN.Br
12557703,C1CC(=O)N(C1=O)OC(=O)CCCCNC(=O)OCC2=CC=CC=C2
9721428,CCC1=NNC(=S)N1/N=C/C2=CC=C(O2)[N+](=O)[O-]
12025141,CC1(NCC(=O)N1O)C(C)(C)C
12140961,CC(C)(C)OC(=O)N1C(=O)C=CCO1
12247047,C1=CC(=O)N(C=C1)OCCBr
12402453,CCC/C=C\1/C(=O)N(CC(=O)N1)O
12406352,C1=CC=C2C(=C1)N=C(S2)S(=O)(=O)CC3=CC=C(O3)[N+](=O)[O-]
12421823,C(CSSCC(=O)NO)N
12499550,C1=CC=C(C=C1)CS(=O)(=O)N/N=C/C2=CC=C(O2)[N+](=O)[O-]
12581572,C1CCOC(C1)N2C(=O)C=C(O2)CO
12581573,C1CCOC(C1)N2C(=O)C=C(O2)CCl
12594416,C1=CC=C(C=C1)COC(=O)ON2C(=O)C3C4C=CC(C3C2=O)O4
12630677,C1=CC=C(C=C1)C2=C(OC(=C2C#N)/N=C/C3=CC=C(O3)[N+](=O)[O-])C4=CC=CC=C4
12729642,CN(C(=O)C1=CC=CC=C1[N+](=O)[O-])O
12298330,C1CON(C1=O)C(=O)/C=C/C2=CC=CO2
12298328,C1CON(C1=O)C(=O)/C=C/C2=CC=C(O2)[N+](=O)[O-]
12298969,C1=CC=C2C(=C1)C3=NC(=O)/C(=C\C4=CC=C(O4)[N+](=O)[O-])/N3C=N2
12320555,C1=COC(=C1)/C=C(\C2=CC=C(O2)[N+](=O)[O-])/S(=O)(=O)C(Cl)Cl
12320560,C1=C(OC(=C1)[N+](=O)[O-])/C=C(\C2=CC=C(O2)[N+](=O)[O-])/S(=O)(=O)C(Cl)Cl
12320570,CC1=CC=C(C=C1)/C=C(\C2=CC=C(O2)[N+](=O)[O-])/S(=O)(=O)C(Cl)Cl
12320574,C1=CC=C(C(=C1)/C=C(\C2=CC=C(O2)[N+](=O)[O-])/S(=O)(=O)C(Cl)Cl)Cl
11278406,[B-](F)(F)(F)F.CN1CCC[N+](=C1ON2C(=O)CCC2=O)C
9848854,CC(C)C[C@H]([C@H](CSC1=CC=CS1)C(=O)NO)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)NC.[Na]
9921904,C1CC(=O)N(C1=O)OC(=O)NC2=CC3=CC=CC=C3N=C2
10947489,COC(=O)N1CCC(CC1)C2=C(C(=O)NO2)CCC3=CC=CC=C3
11615595,CSSCC(=O)ON1C(=O)CCC1=O
9878957,C1CC(=O)N(C1=O)OC(=O)NC2=CC=CC3=C2C=CC=N3
10222100,CCOC(=O)CC[C@@H](C(=O)ON1C(=O)CCC1=O)NC(=O)OC2=CC=CC=C2
11131699,C1CC(=O)N(C1=O)OC(=O)C2=C3C=CC4=CC=CC5=C4C3=C(C=C5)C=C2
11030781,C1CCC(C1)C2=N[C@H](CO2)C(=O)NO
12298327,C1CON(C1=O)C(=O)C2=CC=C(O2)[N+](=O)[O-]
12383812,C1=COC(=C1)C#CC2=CC=C(O2)[N+](=O)[O-]
10383064,CC(CC1=CC=CC=C1)N(C(=O)CC2=CC=CC=C2)OS(=O)(=O)C
11514026,CC(C)C1=C(ONC1=O)CC(C(=O)O)N
12414999,CC1=CC(=O)N(O1)C(=O)CBr
10489155,C1=CC=C2C(=C1)C(=O)N(N=N2)OCC(=O)O
12247044,C=CCON1C=CC=CC1=O
11448261,CN(C(=O)CCS(=O)(=O)C1=CC=CC=C1)OC
11551756,C1=CC=C2C(=C1)C(=NN2CC3=C(C=C(C=C3)Cl)Cl)C(=O)NO
10586825,C1CC(=O)N(C1=O)OC(=O)C2=C(C=C(C=C2)O)O
10644511,CN(C)C1=CC=C(C=C1)C(=O)NCCCCCCC(=O)NOCC2=CC=CC=C2
10917226,C1C[NH2+]CCC1C2=C(C(=O)NO2)CCC(C3=CC=CC=C3)C4=CC=CC=C4.[Br-]
12217619,CC1=CC(=NC2=C1C(=O)NO2)C
9669238,CC(C(=O)N/N=C/C1=CC=C(O1)[N+](=O)[O-])NC(=O)COC2=CC3=CC=CC=C3C=C2
10955400,CN(C(=O)CCCCCCC(=O)OC)OC
12467778,CNC(=O)N1C(=O)C=C(O1)N
12460403,C1=CC2=C(C=C1[N+](=O)[O-])OC(=C2)[N+](=O)[O-]
9688558,C1=CC=C(C=C1)C2=CC(=NC3=C2C=C(C=C3)Cl)N/N=C/C4=CC=C(O4)[N+](=O)[O-]
10880820,CCCC1=C(ONC1=O)C2CCNCC2
11142183,CCCCCCC1=C(ONC1=O)C2CCNCC2
9777102,CC1=NNC(=O)N=C1N/N=C/C2=CC=C(O2)[N+](=O)[O-]
11080303,COC(=O)N1CCC(CC1)C2=C(C(=O)NO2)CCC(C3=CC=CC=C3)C4=CC=CC=C4
9690973,C1=CC=C2C(=C1)N=C(S2)SCC(=O)N/N=C/C3=CC=C(O3)[N+](=O)[O-]
9917458,[Li+].[Li+].C1CC(=O)N(C1=O)OC(=O)C2=CC(=C(C=C2)C3=C4C=CC(=N)C(=C4OC5=C3C=CC(=C5S(=O)(=O)[O-])N)S(=O)(=O)[O-])C(=O)O
11180381,CCN\1C2=CC=CC=C2O/C1=C\C=C\C3=[N+](C4=CC=CC=C4O3)CC5=CC=C(C=C5)CC(=O)ON6C(=O)CCC6=O
11840317,CCOC1=C(C=CC=C1OC)C2C(=C(N=C3N2C(=O)/C(=C\C4=CC=C(O4)[N+](=O)[O-])/S3)C)C(=O)OCC
12395470,C1=C(OC(=C1)[N+](=O)[O-])C2=NC=C(C=N2)[N+](=O)[O-]
12683239,CC(C)(C(=O)N(CC1=CC=CC=C1)O)O
11471232,C1CO[C@@H]2[C@H]1[C@H](CO2)OC(=O)ON3C(=O)CCC3=O
11012580,C1CC(=O)N(C1=O)OC(=O)OCC2=C(C=CC=C2Cl)Cl
11820542,C1=CN(C(=N1)[N+](=O)[O-])CCCC(=O)NO
12325344,C1=CC=C(C(=C1)C(=O)C2=NC=CN2)C(=O)NO
12729638,CC1=CC(=C(C(=C1)C)C(=O)N(C)O)C
12112654,C1CCC(CC1)N(C(=O)C2=CC=CC=C2)OC(=O)C3=CC=CC=C3
12577999,C1=CC=C2C=C(C=CC2=C1)C(=O)N(C3=CC=C(C=C3)Cl)O
12326434,CC1CC(=O)N(O1)C(=O)NC2=CC=CC=C2
10084031,CC1=C2C(=CN=N1)C3=C(C=CC(=C3)Cl)N(C2=O)O
11528848,COC1CC(=O)C=C(C12CC(=O)N2OC)OC
12031938,C[Si](C)(CCCCCCCCCCC(=O)ON1C(=O)CCC1=O)Cl
12104473,CN(C(=O)CNC1=CC=CC=C1)O
12198335,CC1=C(C(=C(O1)[N+](=O)[O-])C(C(=O)C)C(=O)C)C(=O)C
12296788,CC1=CC(=CC=C1)N(C(=O)CC(=O)C)O
12296790,CC(=O)CC(=O)N(C1=CC(=CC=C1)Cl)O
12296792,CC(=O)CC(=O)N(C1=CC=C(C=C1)Br)O
12308482,CC1=CC=CC=C1N(C(=O)C2=CC=CC=C2Br)O
12308483,CC1=CC=CC=C1N(C(=O)C2=CC(=CC=C2)Br)O
12308484,CC1=CC=CC=C1N(C(=O)C2=CC=C(C=C2)Br)O
12316383,CN1C(=NC(=N1)SC)C2=CC=C(O2)[N+](=O)[O-]
12326435,CC1(CC(=O)N(O1)C(=O)NC2=CC=CC=C2)C
12326436,C1C(ON(C1=O)C(=O)NC2=CC=CC=C2)C3=CC=CC=C3
12326438,CC1CC(=O)N(O1)C(=O)N(C)C
12326439,CC1CON(C1=O)C(=O)N(C)C
12334962,CC1=CC=C(C=C1)C(=O)N2CC3=CC=CC=C3C(=O)O2
12334963,C1C2=CC=CC=C2C(=O)ON1C(=O)C3=CC=C(C=C3)Cl
12334964,C1C2=C(C=CC(=C2)Cl)C(=O)ON1C(=O)C3=CC=CC=C3
12334965,CC1=CC=C(C=C1)C(=O)N2CC3=C(C=CC(=C3)Cl)C(=O)O2
12334966,C1C2=C(C=CC(=C2)Cl)C(=O)ON1C(=O)C3=CC=C(C=C3)Cl
12334967,C1C2=C(C=C(C=C2)Cl)C(=O)ON1C(=O)C3=CC(=CC=C3)Cl
12347094,C1=CC=C(C=C1)C2=CC(=O)N(C(=N2)N)O
12363242,C1=CC=C2C(=C1)C(=O)N3C(=N2)C=CO3
12371936,C1=CC=C(C=C1)NC(=O)ONC(=O)C2=CC=CC=C2O
12520618,C1C2C=CC1ON2C(=O)C3=CC=C(C=C3)[N+](=O)[O-]
12528404,CNC(=O)C1CCCON1C(=O)CCl
12608665,CCOP(=O)(CC1=CC=C(O1)[N+](=O)[O-])OCC
