Code,Average IC50,Bioactivity,SMILES,INCHI-KEY
603622,325.5,inactive,COc(cc(c1c2)ncnc1Nc(cc1)cc(Cl)c1F)c2OCCCCC(NO)=O,UCSIYDCODBRGKW-UHFFFAOYSA-N
603694,31,active,COc(cc(c1c2)ncnc1Nc(cc1)cc(Cl)c1F)c2OCCCCCC(NO)=O,CADRLZXVKIQPSG-UHFFFAOYSA-N
603696,6.95,active,COc(cc(c1c2)ncnc1Nc(cc1)cc(Cl)c1F)c2OCCCCCCC(NO)=O,RQYVKBOWLRVISJ-UHFFFAOYSA-N
2122985,100,active,COc(cc(c1c2)ncnc1Nc(cc1)cc(Cl)c1F)c2OCCCCOc(cc1)ccc1C(NO)=O,NLSRXPTYLDBINP-UHFFFAOYSA-N
2192232,100,active,COc(cc(c1c2)ncnc1Nc(cc1)cc(Cl)c1F)c2OCCCOc(cc1)ccc1C(NO)=O,LBIKTJFOLJLTPX-UHFFFAOYSA-N
2156986,1000,inactive,COc(cc(c1c2)ncnc1Nc(cc1)cc(Cl)c1F)c2OCCN(CCCC(NO)=O)CCO,VMRNXEDCARCBQC-UHFFFAOYSA-N
2161391,100,active,COc(cc(c1c2)ncnc1Nc(cc1)cc(Cl)c1F)c2OCCNCc(cc1)ccc1C(NO)=O,WHMBLUQSBKXVLN-UHFFFAOYSA-N
2160562,100,active,COc(cc(c1c2)ncnc1Nc(cc1)cc(Cl)c1F)c2OCCOc(cc1)ccc1C(NO)=O,FEMVLKIKLMXANI-UHFFFAOYSA-N
2153176,100,active,COc(cc(c1c2)ncnc1Nc(cc1)cc(Cl)c1F)c2OCCOc1ccc(/C=C/C(NO)=O)cc1,CUPRIZQEEWLCRD-RUDMXATFSA-N
2125513,1000,inactive,COc(cc(c1c2)ncnc1Nc(cc1)cc(Cl)c1F)c2OCCOc1ccc(CC(NO)=O)cc1,BOZZZYVVSQXSAB-UHFFFAOYSA-N
603934,121.7,active,COc(cc(c1c2)ncnc1Nc(cc1)cc(Cl)c1F)c2S(CCCCCCC(NO)=O)(=O)=O,FMDQBAXOPXWFEH-UHFFFAOYSA-N
603933,39.6,active,COc(cc(c1c2)ncnc1Nc(cc1)cc(Cl)c1F)c2SCCCCCCC(NO)=O,IXWWFHBAOSNFBD-UHFFFAOYSA-N
603811,58.1,active,COc(cc(c1c2)ncnc1Nc(cc1)cc(Cl)c1OCc1cc(F)ccc1)c2OCCCCCCC(NO)=O,OYAHQWRTIPQZIR-UHFFFAOYSA-N
2062401,545,inactive,COc(cc(c1c2)ncnc1Nc(cc1)ccc1Br)c2OCCCC(NO)=O,DOVMPUXQHOEKPV-UHFFFAOYSA-N
2062402,68,active,COc(cc(c1c2)ncnc1Nc(cc1)ccc1Br)c2OCCCCC(NO)=O,CNJDCQYYENQNIR-UHFFFAOYSA-N
2062403,7.1,active,COc(cc(c1c2)ncnc1Nc(cc1)ccc1Br)c2OCCCCCC(NO)=O,BGZHWIUOIXXKJR-UHFFFAOYSA-N
2062404,2.2,active,COc(cc(c1c2)ncnc1Nc(cc1)ccc1Br)c2OCCCCCCC(NO)=O,BNWIAUUKBJSRSZ-UHFFFAOYSA-N
2062393,698,inactive,COc(cc(c1c2)ncnc1Nc(cc1)ccc1Cl)c2OCCCC(NO)=O,DCCVAYUEHRONHI-UHFFFAOYSA-N
2062394,132,active,COc(cc(c1c2)ncnc1Nc(cc1)ccc1Cl)c2OCCCCC(NO)=O,NMSZRXIXJKIQCD-UHFFFAOYSA-N
2062395,11,active,COc(cc(c1c2)ncnc1Nc(cc1)ccc1Cl)c2OCCCCCC(NO)=O,PQSQTRKAQOTEHG-UHFFFAOYSA-N
2062396,3.2,active,COc(cc(c1c2)ncnc1Nc(cc1)ccc1Cl)c2OCCCCCCC(NO)=O,ZZCUXGLZJDKZBC-UHFFFAOYSA-N
2062385,1340,inactive,COc(cc(c1c2)ncnc1Nc(cc1)ccc1F)c2OCCCC(NO)=O,KTLDGKWOHIKCNF-UHFFFAOYSA-N
2062386,139,active,COc(cc(c1c2)ncnc1Nc(cc1)ccc1F)c2OCCCCC(NO)=O,KZKOVJDUPVXZEW-UHFFFAOYSA-N
2062387,29,active,COc(cc(c1c2)ncnc1Nc(cc1)ccc1F)c2OCCCCCC(NO)=O,GKSYBLDJZMIKQE-UHFFFAOYSA-N
2062388,8.5,active,COc(cc(c1c2)ncnc1Nc(cc1)ccc1F)c2OCCCCCCC(NO)=O,MPVHWXZBHXAADR-UHFFFAOYSA-N
1971028,215,active,COc(cc(c1c2)ncnc1Nc(ccc(Cl)c1)c1Cl)c2OCCC(NO)=O,RGSWFKLRZYAYCJ-UHFFFAOYSA-N
1971029,86,active,COc(cc(c1c2)ncnc1Nc(ccc(Cl)c1)c1Cl)c2OCCCC(NO)=O,JHGSRBBMHVPXES-UHFFFAOYSA-N
1971030,14,active,COc(cc(c1c2)ncnc1Nc(ccc(Cl)c1)c1Cl)c2OCCCCC(NO)=O,CJONTKGJHSXWJP-UHFFFAOYSA-N
1971031,2.8,active,COc(cc(c1c2)ncnc1Nc(ccc(Cl)c1)c1Cl)c2OCCCCCC(NO)=O,HQVSMMXKDYANJJ-UHFFFAOYSA-N
2062397,840,inactive,COc(cc(c1c2)ncnc1Nc(cccc1)c1Br)c2OCCCC(NO)=O,WBDLNDXBPVSFKP-UHFFFAOYSA-N
2062398,74,active,COc(cc(c1c2)ncnc1Nc(cccc1)c1Br)c2OCCCCC(NO)=O,DMPZTBXGEVKONB-UHFFFAOYSA-N
2062399,31,active,COc(cc(c1c2)ncnc1Nc(cccc1)c1Br)c2OCCCCCC(NO)=O,ZNUMDLBXKAKKDO-UHFFFAOYSA-N
2062400,8.8,active,COc(cc(c1c2)ncnc1Nc(cccc1)c1Br)c2OCCCCCCC(NO)=O,NEUFRFUBRUCEHM-UHFFFAOYSA-N
2062389,1255,inactive,COc(cc(c1c2)ncnc1Nc(cccc1)c1Cl)c2OCCCC(NO)=O,WSXRWOYSPXHMBD-UHFFFAOYSA-N
2062390,128,active,COc(cc(c1c2)ncnc1Nc(cccc1)c1Cl)c2OCCCCC(NO)=O,IWYWSTIFICZQQI-UHFFFAOYSA-N
2062391,29,active,COc(cc(c1c2)ncnc1Nc(cccc1)c1Cl)c2OCCCCCC(NO)=O,CLPFHLPEOTXHDL-UHFFFAOYSA-N
2062392,18,active,COc(cc(c1c2)ncnc1Nc(cccc1)c1Cl)c2OCCCCCCC(NO)=O,IKSWFKPGSLOVSP-UHFFFAOYSA-N
2062381,673,inactive,COc(cc(c1c2)ncnc1Nc(cccc1)c1F)c2OCCCC(NO)=O,MKODGSUIQQUUKN-UHFFFAOYSA-N
2062382,554,inactive,COc(cc(c1c2)ncnc1Nc(cccc1)c1F)c2OCCCCC(NO)=O,CTRUMQDRGHEXEI-UHFFFAOYSA-N
2062383,145,active,COc(cc(c1c2)ncnc1Nc(cccc1)c1F)c2OCCCCCC(NO)=O,WOTTWZMEGNRKBY-UHFFFAOYSA-N
2062384,32,active,COc(cc(c1c2)ncnc1Nc(cccc1)c1F)c2OCCCCCCC(NO)=O,RUWHLQBDDYKVNU-UHFFFAOYSA-N
1971024,531,inactive,COc(cc(c1c2)ncnc1Nc1cccc(Br)c1)c2OCCC(NO)=O,AAFHYERZITZNLX-UHFFFAOYSA-N
1971025,97,active,COc(cc(c1c2)ncnc1Nc1cccc(Br)c1)c2OCCCC(NO)=O,DPFOPXYMPSNKQV-UHFFFAOYSA-N
1971026,15,active,COc(cc(c1c2)ncnc1Nc1cccc(Br)c1)c2OCCCCC(NO)=O,WPRAZCQPLOGPGP-UHFFFAOYSA-N
1971027,4.5,active,COc(cc(c1c2)ncnc1Nc1cccc(Br)c1)c2OCCCCCC(NO)=O,GAKFXYQZYLOGQM-UHFFFAOYSA-N
1971020,645,inactive,COc(cc(c1c2)ncnc1Nc1cccc(Cl)c1)c2OCCC(NO)=O,SZNSNTOFEHGZMW-UHFFFAOYSA-N
1971021,121,active,COc(cc(c1c2)ncnc1Nc1cccc(Cl)c1)c2OCCCC(NO)=O,XASPRINVUUODIB-UHFFFAOYSA-N
1971022,17,active,COc(cc(c1c2)ncnc1Nc1cccc(Cl)c1)c2OCCCCC(NO)=O,ZTLUHMBJQIQLKN-UHFFFAOYSA-N
1971023,5.4,active,COc(cc(c1c2)ncnc1Nc1cccc(Cl)c1)c2OCCCCCC(NO)=O,WZMJQIBTMYCAFR-UHFFFAOYSA-N
603935,11.3,active,COc(cc(c1c2)ncnc1NCc(cc1)cc(F)c1Cl)c2OCCCCCCC(NO)=O,NEZCKIVFZVYNMQ-UHFFFAOYSA-N
604027,5.6,active,COc(cc(c1c2)ncnc1NCc(cc1)ccc1F)c2OCCCCCCC(NO)=O,CNAYRPIRUOIQNH-UHFFFAOYSA-N
644833,82850,inactive,COc(cc(cc1)C(SS2)=CC2=S)c1OCC(O)=O,OMBTXMCRLLPTOW-UHFFFAOYSA-N
405583,60,active,COc(cc(cc1)NC(CCCCCCC(NO)=O)=O)c1-c1cnc[o]1,ZAYLUWNMUDXEOV-UHFFFAOYSA-N
2499216,25,active,COc(cc1)cc(/C2=C3/Nc(cccc4)c4\C/3=N/O)c1N(Cc(cc1)ccc1C(NO)=O)C/2=O,WKBNLVBBMJDNLX-UHFFFAOYSA-N
2527834,5,active,COc(cc1)cc(/C2=C3/Nc(cccc4)c4\C/3=N/O)c1N(Cc1ccc(/C=C/C(NO)=O)cc1)C/2=O,BOVMLUCIJHKJGN-VIKLFIFTSA-N
2519871,21,active,COc(cc1)cc(/C2=C3/Nc(cccc4)c4\C/3=N/O)c1N(CCCCCCC(NO)=O)C/2=O,CGEGNEULSFTHKI-UHFFFAOYSA-N
709162,30,active,COc(cc1)cc(cc2)c1[n]2N1C[C@H](CN(C2)c(nc3)ncc3C(NO)=O)[C@H]2C1,HMMNPRYLJPCLFS-IYBDPMFKSA-N
390670,260,inactive,COc(cc1)cc(cc2C(c3ccc(/C=C/C(NO)=O)cc3)=O)c1[n]2S(c1ccccc1)(=O)=O,PVOLSYYFYOKMFA-NTEUORMPSA-N
2551981,1930,inactive,COc(cc1)cc(N(Cc(cc2)ccc2C(NO)=O)c2c3cccc2)c1S3=O,MJWCDRMPNYBCEJ-UHFFFAOYSA-N
166595,44000,inactive,COc(cc1)cc(N)c1NC(c1ccc(CNC(OCc2cnccc2)=O)cc1)=O,PHTXCUZYAWQMQL-UHFFFAOYSA-N
2409176,830,inactive,COc(cc1)cc(N=C(N2c(cccc3)c3Cl)SCc(cc3)ccc3C(Nc(cccc3)c3N)=O)c1C2=O,NACIRZNEXPMXBY-UHFFFAOYSA-N
166750,4600,inactive,COc(cc1)cc(NC(c2ccc(CNC(OCc3cnccc3)=O)cc2)=O)c1N,LFUVFFDTTGHLMD-UHFFFAOYSA-N
2730817,730,inactive,COc(cc1)cc(OC)c1-c1ncc(C(NCCCC(NO)=O)=O)[s]1,QOLFWRIYLHOXGL-UHFFFAOYSA-N
2728218,690,inactive,COc(cc1)cc(OC)c1-c1ncc(C(NCCCCC(NO)=O)=O)[s]1,LOPYBYZSXWJUDR-UHFFFAOYSA-N
2730322,350,inactive,COc(cc1)cc(OC)c1-c1ncc(C(NCCCCCC(NO)=O)=O)[s]1,TWQBOHAJCMVISD-UHFFFAOYSA-N
2736803,80,active,COc(cc1)cc(OC)c1-c1ncc(C(NCCCCCCC(NO)=O)=O)[nH]1,ZKSQKXYNAYAFIG-UHFFFAOYSA-N
2738283,40,active,COc(cc1)cc(OC)c1-c1ncc(C(NCCCCCCC(NO)=O)=O)[s]1,KPMUSOQFDJSLDU-UHFFFAOYSA-N
688308,387000,inactive,COc(cc1)cc(OC)c1NC(CCCCCC(Nc1ccccc1)=O)=O,WWRXHZVWLZWFTC-UHFFFAOYSA-N
390737,280,inactive,COc(cc1)cc2c1[nH]c(C(c1ccc(/C=C/C(NO)=O)cc1)=O)c2,VIWQULSIZOOSTF-RUDMXATFSA-N
87209,6.5,active,COc(cc1)cc2c1[nH]c(C(NCCCCCCC(NO)=O)=O)c2,CHCZVVGBFOJTEK-UHFFFAOYSA-N
235077,14,active,COc(cc1)cc2c1[nH]cc2CCNCc1ccc(/C=C/C(NO)=O)cc1,SKBXAZQJXDJNFI-RMKNXTFCSA-N
440435,12,active,COc(cc1)cc2c1[o]c(-c1cccc(NC(NCCCCCC(NO)=O)=O)c1)n2,XGUBSOZYNYGGSV-UHFFFAOYSA-N
86328,15,active,COc(cc1)cc2c1[o]c(C(NCCCCCCC(NO)=O)=O)c2,IHEZEPRAHZKUAF-UHFFFAOYSA-N
716970,58100,inactive,COc(cc1)cc2c1nn[n]2OC(c(cc1OC)cc(OC)c1OC)=O,WIVLANQTOWNWDE-UHFFFAOYSA-N
716865,87500,inactive,COc(cc1)cc2c1nn[n]2OC(c1cc(OC)cc(OC)c1)=O,KQUJLSQEOAMCOG-UHFFFAOYSA-N
2415674,350,inactive,COc(cc1)cc2c1Sc(cccc1)c1N2Cc(cc1)ccc1C(NO)=O,WIQDMYVWEJAYQM-UHFFFAOYSA-N
2115644,100,active,COc(cc1)ccc1-c1c(-c(c(O)c2)cc(Cl)c2O)[o]nc1C(NCCC(NO)=O)=O,LBLTYCRJXKVJNA-UHFFFAOYSA-N
507026,2.09,active,COc(cc1)ccc1-c1c[n](CCCCCC(NO)=O)nn1,YVLBPZYIRAHXAO-UHFFFAOYSA-N
207290,2.5,active,COc(cc1)ccc1-c1c[s]c(CCCCCCC(NO)=O)n1,CVLJGNDJABDVTP-UHFFFAOYSA-N
476512,530,inactive,COc(cc1)ccc1-c1c[s]c(NC(C(CCCCNS(N)(=O)=O)NC(OCc2ccccc2)=O)=O)n1,LBOMHEXDQUUXCW-UHFFFAOYSA-N
210253,30,active,COc(cc1)ccc1-c1c[s]c(NC(CCCCCCC(c2ncc[o]2)=O)=O)n1,BQUAPLIHVAVSDU-UHFFFAOYSA-N
2055748,3020,inactive,COc(cc1)ccc1-c1c2[nH]c(cccc3)c3c2cc(C(NCC(NO)=O)=O)n1,PXYRHUDMIKDMHB-UHFFFAOYSA-N
2055749,1310,inactive,COc(cc1)ccc1-c1c2[nH]c(cccc3)c3c2cc(C(NCCC(NO)=O)=O)n1,VVKGWVLLDXBIEW-UHFFFAOYSA-N
2055750,670,inactive,COc(cc1)ccc1-c1c2[nH]c(cccc3)c3c2cc(C(NCCCC(NO)=O)=O)n1,OICBIYUMFIKTLO-UHFFFAOYSA-N
2055751,810,inactive,COc(cc1)ccc1-c1c2[nH]c(cccc3)c3c2cc(C(NCCCCC(NO)=O)=O)n1,LCLQQZKLHHICAG-UHFFFAOYSA-N
2055752,1170,inactive,COc(cc1)ccc1-c1c2[nH]c(cccc3)c3c2cc(C(NCCCCCC(NO)=O)=O)n1,WWNXYYMPFHRGRH-UHFFFAOYSA-N
2055753,2240,inactive,COc(cc1)ccc1-c1c2[nH]c(cccc3)c3c2cc(NC(NCC(NO)=O)=O)n1,QSHGKRDZIWANPM-UHFFFAOYSA-N
2055754,430,inactive,COc(cc1)ccc1-c1c2[nH]c(cccc3)c3c2cc(NC(NCCC(NO)=O)=O)n1,DAUZZOOVIRGMJX-UHFFFAOYSA-N
2055755,270,inactive,COc(cc1)ccc1-c1c2[nH]c(cccc3)c3c2cc(NC(NCCCC(NO)=O)=O)n1,XJGWDJIBLGZJOF-UHFFFAOYSA-N
2055756,350,inactive,COc(cc1)ccc1-c1c2[nH]c(cccc3)c3c2cc(NC(NCCCCC(NO)=O)=O)n1,WUQQUVVYQPAQAO-UHFFFAOYSA-N
2055757,820,inactive,COc(cc1)ccc1-c1c2[nH]c(cccc3)c3c2cc(NC(NCCCCCC(NO)=O)=O)n1,KGCUJDXZWATQEY-UHFFFAOYSA-N
2346691,2770,inactive,COc(cc1)ccc1-c1cc(C(NCCSSCCNC(c2n[nH]c(-c(cc3)ccc3OC)c2)=O)=O)n[nH]1,FMNQLNANKXCNQH-UHFFFAOYSA-N
2356971,8310,inactive,COc(cc1)ccc1-c1cc(C(NCCSSCCNC(c2n[o]c(-c(cc3)ccc3OC)c2)=O)=O)n[o]1,HZONQKWPPIJWRR-UHFFFAOYSA-N
559437,20650,inactive,COc(cc1)ccc1-c1ccc(/C=C/C(NO)=O)cc1,WKQPXLKFQLGQSM-NYYWCZLTSA-N
207335,2.1,active,COc(cc1)ccc1-c1cnc(CCCCCCC(NO)=O)[o]1,AUANVRBPOLZCCX-UHFFFAOYSA-N
2061173,150,active,COc(cc1)ccc1-c1n[nH]c(C(NCCCCCCS)=O)c1,OOUYKJDOCDQJBU-UHFFFAOYSA-N
2723065,710,inactive,COc(cc1)ccc1-c1ncc(/C=C/C(Nc(cccc2)c2N)=O)[s]1,HYVOBVJIELUKNJ-ZHACJKMWSA-N
2720614,130,active,COc(cc1)ccc1-c1ncc(/C=C/C(NO)=O)[s]1,WYBKIGFJGCLTQB-VOTSOKGWSA-N
2738883,710,inactive,COc(cc1)ccc1-c1ncc(C(NCCCCCCC(NO)=O)=O)[s]1,CXOMUAUHJOSRTB-UHFFFAOYSA-N
386844,125.89,active,COc(cc1)ccc1C(CS)=O,STCNVACUGONENF-UHFFFAOYSA-N
468889,5864,inactive,COc(cc1)ccc1C(CSC(SCCOc1ccccc1)=S)=O,UZQQTDOTLQIURV-UHFFFAOYSA-N
399345,150,active,COc(cc1)ccc1C(Nc(cc(cc1)-c2ccc[s]2)c1N)=O,FAGOMVKUBSQNCD-UHFFFAOYSA-N
1819036,191.2,active,COc(cc1)ccc1C(NC(Cc1c[nH]c2c1cccc2)COc1cc(/C=C/C(NO)=O)ccc1)=O,UXMMCAXDMKCFRK-NTEUORMPSA-N
1732211,4.8,active,COc(cc1)ccc1C(NC(Cc1c[nH]c2c1cccc2)COc1ccc(/C=C/C(NO)=O)cc1)=O,KSERMQYRUJVJJE-OVCLIPMQSA-N
399344,3000,inactive,COc(cc1)ccc1C(Nc(cccc1)c1N)=O,BDYVCYUXCNZYRW-UHFFFAOYSA-N
715122,73100,inactive,COc(cc1)ccc1C(O[n]1nnc2c1cccc2)=O,UMBUOKQSWOYZAB-UHFFFAOYSA-N
1283972,212,active,COc(cc1)ccc1N(CC1)CCN1S(c1cc(/C=C/C(NO)=O)ccc1)(=O)=O,UPIWQKZYNWDFBS-BJMVGYQFSA-N
1165965,358,inactive,COc(cc1)ccc1NC(C(Cc(cc1)ccc1OCC(NO)=O)NC(c1ccccc1)=O)=O,QTPKCOWSACMINE-UHFFFAOYSA-N
1166071,1230,inactive,COc(cc1)ccc1NC(C(Cc(cc1)ccc1OCC(NO)=O)NC(Cc1ccccc1)=O)=O,AYWATZONADQZAS-UHFFFAOYSA-N
1166072,889,inactive,COc(cc1)ccc1NC(C(Cc(cc1)ccc1OCC(NO)=O)NC(CCc1ccccc1)=O)=O,XHIUVMFEOMYJCZ-UHFFFAOYSA-N
1166073,1320,inactive,COc(cc1)ccc1NC(C(Cc(cc1)ccc1OCC(NO)=O)NC(CCCc1ccccc1)=O)=O,CQWNBFKUXJUODG-UHFFFAOYSA-N
2300193,35.8,active,COc(cc1)ccc1NC(C(Cc1c[nH]c2c1cccc2)NC(/C=C/c(cc1)ccc1C(NO)=O)=O)=O,BFUQKZSYYZWQNV-OVCLIPMQSA-N
2405788,90,active,COc(cc1)ccc1NC(C(Cc1c[nH]c2c1cccc2)NC(c1ccc(/C=C/C(NO)=O)cc1)=O)=O,VQYSYIFCBDEVND-OVCLIPMQSA-N
619828,32,active,COc(cc1)ccc1NC(CCCCC(NO)=O)=O,QYJANBGLOGFJLV-UHFFFAOYSA-N
688247,438000,inactive,COc(cc1)ccc1NC(CCCCCC(Nc1ccccc1)=O)=O,MSYDERQUNYVUBQ-UHFFFAOYSA-N
273845,279,inactive,COc(cc1)ccc1NC(CCCCCCC(NO)=O)=O,MSLCDXFAGSLWKP-UHFFFAOYSA-N
1744959,49300,inactive,COc(cc1)ccc1NC(COc(cc(/C=C/C(Nc(cccc1)c1N)=O)cc1)c1OC)=O,FFKMJZSOFLBCRT-RIYZIHGNSA-N
1744950,940,inactive,COc(cc1)ccc1NC(COc(cc(/C=C/C(NO)=O)cc1)c1OC)=O,RWAZRAXJXWMDJJ-ONNFQVAWSA-N
1589186,8950,inactive,COc(cc1)ccc1NC(COc(ccc(/C=C/C(Nc(cccc1)c1N)=O)c1)c1OC)=O,XDIXZWQFIJMCRC-RIYZIHGNSA-N
1589177,10800,inactive,COc(cc1)ccc1NC(COc(ccc(/C=C/C(NO)=O)c1)c1OC)=O,IRFLNEJRBUCKKR-ONNFQVAWSA-N
2364626,3,active,COc(cc1)ccc1Nc(nc(Nc1c[n](CCCCCCC(NO)=O)nc1)nc1)c1Cl,IRPDBEFADZQZBZ-UHFFFAOYSA-N
2405894,530,inactive,COc(cc1)ccc1NC(NOCc1ccc(/C=C/C(NO)=O)cc1)=O,LZFRGGLRIPWNJS-IZZDOVSWSA-N
1511224,6185,inactive,COc(cc1)ccc1NC(NOCCCCCC(NO)=O)=O,NSXHDWLCRUUMNN-UHFFFAOYSA-N
1283980,13,active,COc(cc1)ccc1NS(c1cc(/C=C/C(NO)=O)ccc1)(=O)=O,WFTGONGCXPFUHR-BJMVGYQFSA-N
1352184,6.8,active,COc(cc1)ccc1S([n](cc1)c2c1cc(/C=C/C(NO)=O)cc2)(=O)=O,PXXQNLGVMOAXCB-YCRREMRBSA-N
336038,5400,inactive,COc(cc1)ccc1S(C/C=C/C=C/C(NO)=O)=O,BHWJJQKFCHXYLD-ZUVMSYQZSA-N
131978,10400,inactive,COc(cc1)ccc1S(Nc1ccc(/C=C/C=C/C(NO)=O)cc1)(=O)=O,RHYFYKCRATTZGC-ZUVMSYQZSA-N
604095,66.6,active,COc(cc1c(Nc(cc2)cc(Cl)c2F)ncnc1c1)c1OCCCCCCC(NO)=O,SOCMOTGNRXRMOH-UHFFFAOYSA-N
2496037,291,inactive,COc(cc1N=C(c(cc2)ccc2Oc(cc2)ncc2C(NO)=O)N2)cc(OC)c1C2=O,BSVGDNMGZGQZNN-UHFFFAOYSA-N
2522131,291,inactive,COc(cc1N=C(c(cc2)ccc2OC/C=C/C(NO)=O)N2)cc(OC)c1C2=O,FUQBNDHSYBJDDH-ONEGZZNKSA-N
2231133,291,inactive,COc(cc1N=C(c(cc2)ccc2OCc2ccc(/C=C/C(NO)=O)cc2)N2)cc(OC)c1C2=O,CBKULAQYEDZKLZ-KPKJPENVSA-N
2536285,32,active,COc(cc1N=C(c(cc2)ccc2OCCCC(NO)=O)N2)cc(OC)c1C2=O,RUBFFNYTGNBVMA-UHFFFAOYSA-N
2204829,291,inactive,COc(cc1N=C(c(cc2)ccc2OCCCCC(NO)=O)N2)cc(OC)c1C2=O,VAEPIHRTSHBPQF-UHFFFAOYSA-N
2231456,291,inactive,COc(cc1N=C(c(cc2)ccc2OCCCCCC(NO)=O)N2)cc(OC)c1C2=O,LSJHECNNUWKAFR-UHFFFAOYSA-N
2528729,291,inactive,COc(cc1N=C(c(cc2)ccc2OCCCCCCC(NO)=O)N2)cc(OC)c1C2=O,YQMDUTAYRLGXCE-UHFFFAOYSA-N
2516467,291,inactive,COc(cc1N=C(c(cc2)ccc2OCCCCCCCC(NO)=O)N2)cc(OC)c1C2=O,VLQZSGAVHUZVAO-UHFFFAOYSA-N
2445465,1860,inactive,COc(ccc(-c1cc(C(NCCSSCCNC(c2n[nH]c(-c(cc3)cc(Br)c3OC)c2)=O)=O)n[nH]1)c1)c1Br,UOOCWHVWOYGVEF-UHFFFAOYSA-N
2406321,4650,inactive,COc(ccc(-c1cc(C(NCCSSCCNC(c2n[o]c(-c(cc3)cc(Br)c3OC)c2)=O)=O)n[o]1)c1)c1Br,HHZKPCYEOJEFGP-UHFFFAOYSA-N
2061174,56,active,COc(ccc(-c1n[nH]c(C(NCCCCCCS)=O)c1)c1)c1OC,KATIKUFCGSOWFA-UHFFFAOYSA-N
440437,400,inactive,COc(ccc(-c1nc(cc(cc2)-c3ccccc3)c2[o]1)c1)c1NC(NCCCCCC(NO)=O)=O,COPYYPGWXUZUCV-UHFFFAOYSA-N
440407,146,active,COc(ccc(-c1nc(cc(cc2)Cl)c2[o]1)c1)c1NC(NCCCCCC(NO)=O)=O,HZGUVCKYMCTGIS-UHFFFAOYSA-N
440367,15,active,COc(ccc(-c1nc(cc(cc2)F)c2[o]1)c1)c1NC(NCCCCCC(NO)=O)=O,QWYOZEWEIZHUMD-UHFFFAOYSA-N
440366,18,active,COc(ccc(-c1nc(ccc(F)c2)c2[o]1)c1)c1NC(NCCCCCC(NO)=O)=O,ICZBBQCOKLJCOL-UHFFFAOYSA-N
440441,12,active,COc(ccc(-c1nc(cccc2)c2[o]1)c1)c1NC(NCCCCCC(NO)=O)=O,RQHGHGKQPZXBJW-UHFFFAOYSA-N
440368,128,active,COc(ccc(-c1nc2cc(Cl)cc(Cl)c2[o]1)c1)c1NC(NCCCCCC(NO)=O)=O,WFZJMRTXMCJVRG-UHFFFAOYSA-N
2722125,530,inactive,COc(ccc(-c1ncc(/C=C/C(Nc(cccc2)c2N)=O)[s]1)c1)c1OC,LRIIAFNAXQSTDT-CSKARUKUSA-N
2725572,630,inactive,COc(ccc(-c1ncc(/C=C/C(Nc(cccc2)c2N)=O)[s]1)c1OC)c1OC,XFAXOUKCNXSBLM-DHZHZOJOSA-N
2713982,110,active,COc(ccc(-c1ncc(/C=C/C(NO)=O)[s]1)c1OC)c1OC,WLURIJZBBHRHBR-QPJJXVBHSA-N
2438596,132.6,active,COc(ccc(/C=C/C(c(cc1OC)cc(OC)c1OC)=O)c1)c1OCCCCCCC(NO)=O,PTVNFJFTCMFJGK-ZRDIBKRKSA-N
1744956,66520,inactive,COc(ccc(/C=C/C(Nc(cccc1)c1N)=O)c1)c1OCC(Nc(cc1)cc(Cl)c1F)=O,IBNBZMUSDFQTBM-YRNVUSSQSA-N
1744961,15600,inactive,COc(ccc(/C=C/C(Nc(cccc1)c1N)=O)c1)c1OCC(Nc(cccc1)c1F)=O,WSSDXTSKCOTQDS-ACCUITESSA-N
1744957,22160,inactive,COc(ccc(/C=C/C(Nc(cccc1)c1N)=O)c1)c1OCC(Nc1cccc(C(F)(F)F)c1)=O,YYLZINIMAMHCKF-ZRDIBKRKSA-N
1744962,24010,inactive,COc(ccc(/C=C/C(Nc(cccc1)c1N)=O)c1)c1OCC(Nc1cccc(F)c1)=O,HQHQHWPYZSDWDZ-ZRDIBKRKSA-N
1744949,1370,inactive,COc(ccc(/C=C/C(NO)=O)c1)c1OCC(Nc(cc1)cc(Cl)c1Cl)=O,CANPMMAKQAANCL-XVNBXDOJSA-N
1744947,5820,inactive,COc(ccc(/C=C/C(NO)=O)c1)c1OCC(Nc(cc1)cc(Cl)c1F)=O,ZHQKCMDRPOSUNB-XVNBXDOJSA-N
1744951,730,inactive,COc(ccc(/C=C/C(NO)=O)c1)c1OCC(Nc(cc1)ccc1Br)=O,VGKZRRYUKZKCFA-YCRREMRBSA-N
1744952,570,inactive,COc(ccc(/C=C/C(NO)=O)c1)c1OCC(Nc(cccc1)c1F)=O,VQUGIBFGYYBZLL-VQHVLOKHSA-N
1744955,9040,inactive,COc(ccc(/C=C/C(NO)=O)c1)c1OCC(Nc1cc(C(F)(F)F)cc(Br)c1)=O,DVHUJOYQKXIKIX-HWKANZROSA-N
1744954,4910,inactive,COc(ccc(/C=C/C(NO)=O)c1)c1OCC(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)=O,SICGDGWRQFZNGZ-HWKANZROSA-N
1744948,2960,inactive,COc(ccc(/C=C/C(NO)=O)c1)c1OCC(Nc1cccc(C(F)(F)F)c1)=O,BWVCFYULZTZJEM-SOFGYWHQSA-N
