Code,Average IC50,Bioactivity,SMILES,INCHI-KEY
1732187,600.1,inactive,CC(C)(C)OC(NC(Cc1c[n](C)c2c1cccc2)COc1ccc(/C=C/C(NO)=O)cc1)=O,UPYLGHVFTBLGQX-SDNWHVSQSA-N
1525308,630.25,inactive,CC(C)(C)OC(NC(Cc1c[nH]c2c1cccc2)COc(ccc(/C=C/C(NO)=O)c1)c1OC)=O,XLVXFUPUHCHEOY-ZRDIBKRKSA-N
1525707,2090,inactive,CC(C)(C)OC(NC(Cc1c[nH]c2c1cccc2)COc(ccc(CCC(NO)=O)c1)c1OC)=O,WOPORYHEWUDQDR-UHFFFAOYSA-N
1819029,917.4,inactive,CC(C)(C)OC(NC(Cc1c[nH]c2c1cccc2)COc1cc(/C=C/C(NO)=O)ccc1)=O,DEJPXMVSQXJBMO-VAWYXSNFSA-N
1732186,530.7,inactive,CC(C)(C)OC(NC(Cc1c[nH]c2c1cccc2)COc1ccc(/C=C/C(NO)=O)cc1)=O,XALWGKMHTDAXTA-JLHYYAGUSA-N
460871,12000,inactive,CC(C)(C)OC(NC(CCCCCB(O)O)C(Nc1cc(-c2ccccc2)ccc1)=O)=O,YEXYQKWDNLBGGE-UHFFFAOYSA-N
460872,16000,inactive,CC(C)(C)OC(NC(CCCCCB(O)O)C(Nc1cc2ccccc2nc1)=O)=O,QAGGHXSLYHBTGS-UHFFFAOYSA-N
460873,23000,inactive,CC(C)(C)OC(NC(CCCCCB(O)O)C(Nc1nc(cccc2)c2[s]1)=O)=O,XWMNPKKMRJLGII-UHFFFAOYSA-N
1525711,170,active,CC(C)(C)OC(NCC(NC(Cc1c[nH]c2c1cccc2)COc(ccc(/C=C/C(NO)=O)c1)c1OC)=O)=O,QBSFBINIBXHBFW-ZRDIBKRKSA-N
1819030,886.4,inactive,CC(C)(C)OC(NCC(NC(Cc1c[nH]c2c1cccc2)COc1cc(/C=C/C(NO)=O)ccc1)=O)=O,PFMNFDWXXQQVOL-VAWYXSNFSA-N
1732188,96.6,active,CC(C)(C)OC(NCC(NC(Cc1c[nH]c2c1cccc2)COc1ccc(/C=C/C(NO)=O)cc1)=O)=O,WGENJKYXFAYUTP-JLHYYAGUSA-N
1525300,1170,inactive,CC(C)(C)OC(NCCCC[C@@H](C(N[C@@H](Cc1c[nH]c2c1cccc2)COc(ccc(/C=C/C(NO)=O)c1)c1OC)=O)NC(OC(C)(C)C)=O)=O,WTKPSUNFUNPRKQ-GQNNIVEFSA-N
386808,125.89,active,CC(C)(C)SC(SCC(c(cc1)cc(Cl)c1Cl)=O)=S,ODGCMPURSGHMBR-UHFFFAOYSA-N
386799,251.19,inactive,CC(C)(C)SC(SCC(c1ccc(C)cc1)=O)=S,CTOFRNVQVCSZGV-UHFFFAOYSA-N
398597,1050,inactive,CC(C)(C=C1)Oc(c(CC=C(C)C)c2O)c1c(OC=C1c(cc3)cc(O)c3O)c2C1=O,GHCZYXUOYFOXIP-UHFFFAOYSA-N
398596,6530,inactive,CC(C)(C=C1)Oc(c(CC=C(C)C)c2O)c1c(OC=C1c(cc3)ccc3O)c2C1=O,DCTLJGWMHPGCOS-UHFFFAOYSA-N
1569296,6700,inactive,CC(C)(CCC(C)(C)c1c2)c1cc(C)c2C(c(cc1)ccc1C(NO)=O)=C,JGZNQNMCPDBAGR-UHFFFAOYSA-N
318027,25,active,CC(C)(CCc1ccccc1)C(Nc(cc1)ccc1C(NO)=O)=O,KWPCQQHCIBCAQM-UHFFFAOYSA-N
1525299,430,inactive,CC(C)[C@@H](C(N[C@@H](Cc1c[nH]c2c1cccc2)COc(ccc(/C=C/C(NO)=O)c1)c1OC)=O)NC(OC(C)(C)C)=O,AVKSQDTVBCHOLZ-FDTOQWDWSA-N
318174,84,active,CC(C)[C@@H](C(Nc(cc1)ccc1C(NO)=O)=O)c1ccccc1,LAMIXXKAWNLXOC-MRXNPFEDSA-N
425611,45,active,CC(C)[C@H](C(N[C@H](C)C(N[C@H](Cc1ccccc1)C(N[C@H](C/C=C\CCC(N)=O)[C@@H]1C)=O)=O)=O)NC1=O,VADNNPZELPREQB-GIORXHJXSA-N
1779606,1,active,CC(C)[C@H](C(N[C@H](CSSCC/C=C/[C@@H](C1)OC([C@H](C(C)C)NC(/C(\N2)=C/C)=O)=O)C2=O)=O)NC1=O,OHRURASPPZQGQM-FCFXWQLHSA-N
246935,93.95,active,CC(C)[C@H](C(N[C@H](CSSCC/C=C/[C@H](C1)OC([C@H](C(C)C)NC(/C(\N2)=C/C)=O)=O)C2=O)=O)NC1=O,OHRURASPPZQGQM-POZXLGHQSA-N
403400,7.2,active,CC(C)[C@H](C(N[C@H](CSSCC/C=C/[C@H](C1)OC(CNC([C@@H](C(C)C)N2)=O)=O)C2=O)=O)NC1=O,YNBQKVQQYSCIRN-KXCVLRSSSA-N
318173,16,active,CC(C)[C@H](C(Nc(cc1)ccc1C(NO)=O)=O)c1ccccc1,LAMIXXKAWNLXOC-INIZCTEOSA-N
403399,15,active,CC(C)[C@H](C(NCC(O[C@@H](CC(N[C@@H]1C)=O)/C=C/CCSSC[C@H]2NC1=O)=O)=O)NC2=O,HSJYBAMFGRGVOF-OIFMFDPVSA-N
403403,7,active,CC(C)[C@H](C(NCC(O[C@@H](CC(N[C@H](C)C(N[C@@H]1C)=O)=O)/C=C/CCS)=O)=O)NC1=O,ZUKSPXZKBQODPU-BLYWNKSJSA-N
403404,242,inactive,CC(C)[C@H](C(NCC(O[C@@H](CC(N[C@H](C)C(N[C@@H]1C)=O)=O)/C=C/CCSC(C)=O)=O)=O)NC1=O,DSOSPBZVBBLRHS-MGYDIJNBSA-N
246274,53000,inactive,CC(C)[n]1c(/C=C/C(NO)=O)cc(C(c2ccccc2)=O)c1,BOAJVONOQDXLTK-CMDGGOBGSA-N
2079936,2550,inactive,CC(C)=C(c1ccccc1)c1ccc(/C=C/C(NO)=O)cc1,UBGPYMQSNFSBLU-JLHYYAGUSA-N
2060912,217000,inactive,CC(C)=CCC/C(\C)=C/CC(C(/C=C/c(cc1)cc(OC)c1OC/C=C(\C)/CCC=C(C)C)=O)C(/C=C/c(cc1)cc(OC)c1OC/C=C(\C)/CCC=C(C)C)=O,ZVHOQPYAJRXQOK-LMTFZNCYSA-N
2060913,786000,inactive,CC(C)=CCC/C(\C)=C/CC(C/C=C(\C)/CCC=C(C)C)(C(/C=C/c(cc1)cc(OC)c1OC/C=C(\C)/CCC=C(C)C)=O)C(/C=C/c(cc1)cc(OC)c1OC/C=C(\C)/CCC=C(C)C)=O,PIEACPSHPUMAIE-IDMBQTJESA-N
2060914,84200,inactive,CC(C)=CCC/C(\C)=C/CC/C(\C)=C/COc(ccc(/C=C/C(CC(/C=C/c(cc1)cc(OC)c1O)=O)=O)c1)c1OC,UMWDQHFMMBRBRR-NOQSMHDVSA-N
2060915,122000,inactive,CC(C)=CCC/C(\C)=C/CC/C(\C)=C/COc(ccc(/C=C/C(CC(/C=C/c(cc1)cc(OC)c1OC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)=O)=O)c1)c1OC,YQKMWYCOIVVCAP-QJEZDKAUSA-N
2060910,495000,inactive,CC(C)=CCC/C(\C)=C/COc(ccc(/C=C/C(CC(/C=C/c(cc1)cc(OC)c1O)=O)=O)c1)c1OC,ILBSAFMILPKKJD-BLYXCRHGSA-N
2060911,188000,inactive,CC(C)=CCC/C(\C)=C/COc(ccc(/C=C/C(CC(/C=C/c(cc1)cc(OC)c1OC/C=C(\C)/CCC=C(C)C)=O)=O)c1)c1OC,ZOMGRILLUAFNOQ-QCVAIXARSA-N
614879,5620000,inactive,CC(C)=CCOc(ccc(/C=C/C(CC(/C=C/c(cc1)cc(OC)c1O)=O)=O)c1)c1OC,FJHTWRCTYMUEBC-NXZHAISVSA-N
614880,347000,inactive,CC(C)=CCOc(ccc(/C=C/C(CC(/C=C/c(cc1)cc(OC)c1OCC=C(C)C)=O)=O)c1)c1OC,MAEMKXZOQHJAPG-MKICQXMISA-N
1165854,22,active,CC(C)C(/C=C/c1ccccc1)[n]1nnc(/C=C/C(NO)=O)c1,KLJXXZBLVBOKRY-GFULKKFKSA-N
317828,30,active,CC(C)C(C(Nc(cc1)ccc1C(NO)=O)=O)c1ccccc1,LAMIXXKAWNLXOC-UHFFFAOYSA-N
2368817,391400,inactive,CC(C)c(c(O)c1)cc(C(N(C)c(cc2)ccc2NC(CCCCCC(NO)=O)=O)=O)c1O,WUJOXVCFEFRGFS-UHFFFAOYSA-N
2385741,194550,inactive,CC(C)c(c(O)c1)cc(C(N(C)c(cc2)ccc2NC(CCCCCCC(NO)=O)=O)=O)c1O,NRTQVEBKTMOYBI-UHFFFAOYSA-N
2355394,360820,inactive,CC(C)c(c(O)c1)cc(C(N(C)c(cc2)ccc2NC(CCCCCCCC(NO)=O)=O)=O)c1O,BPYXZYFZLYBSIO-UHFFFAOYSA-N
2398417,671830,inactive,CC(C)c(c(O)c1)cc(C(N(C)c(cc2)ccc2NC(CCCCCCCCC(NO)=O)=O)=O)c1O,BQWJSKZHEHHHLX-UHFFFAOYSA-N
2364663,211330,inactive,CC(C)c(c(O)c1)cc(C(N(C)c2cc(NC(CCCCCCC(NO)=O)=O)ccc2)=O)c1O,APPRMDIRYYDLTJ-UHFFFAOYSA-N
2535140,521.4,inactive,CC(C)c(c(O)c1)cc(C(N(C2)Cc3c2ccc(NC(CCCCCC(NO)=O)=O)c3)=O)c1O,AMNFQPNPGQJGOD-UHFFFAOYSA-N
2527150,1683,inactive,CC(C)c(c(O)c1)cc(C(N(C2)Cc3c2ccc(NC(CCCCCCC(NO)=O)=O)c3)=O)c1O,SMEMHQMUBAMSGT-UHFFFAOYSA-N
2526743,198.9,active,CC(C)c(c(O)c1)cc(C(N(C2)Cc3c2ccc(NC(CCCCCCCC(NO)=O)=O)c3)=O)c1O,QIRMNOBUBADDTJ-UHFFFAOYSA-N
2525746,388.8,inactive,CC(C)c(c(O)c1)cc(C(N(C2)Cc3c2ccc(NC(CCCCCCCCC(NO)=O)=O)c3)=O)c1O,HBNSYDADLFRPNT-UHFFFAOYSA-N
2305748,862.9,inactive,CC(C)c(c(O)c1)cc(C(N(CC2)c(cc3)c2cc3NC(CCCC(NO)=O)=O)=O)c1O,DASBFJPCNYHYIF-UHFFFAOYSA-N
2302025,86.9,active,CC(C)c(c(O)c1)cc(C(N(CC2)c(cc3)c2cc3NC(CCCCCC(NO)=O)=O)=O)c1O,FJZVQTFTHCKMPQ-UHFFFAOYSA-N
2306186,61.2,active,CC(C)c(c(O)c1)cc(C(N(CC2)c(cc3)c2cc3NC(CCCCCCC(NO)=O)=O)=O)c1O,VEWUPPDYQVYPFZ-UHFFFAOYSA-N
2312476,174.4,active,CC(C)c(c(O)c1)cc(C(N(CC2)c(cc3)c2cc3NC(CCCCCCCC(NO)=O)=O)=O)c1O,QNTUMPLRWDMGID-UHFFFAOYSA-N
2302470,104.7,active,CC(C)c(c(O)c1)cc(C(N(CC2)c(cc3)c2cc3NC(CCCCCCCCC(NO)=O)=O)=O)c1O,FQLIWEMJPBTPEX-UHFFFAOYSA-N
2373551,415070,inactive,CC(C)c(c(O)c1)cc(C(Nc(cc2)ccc2NC(CCCCCCC(NO)=O)=O)=O)c1O,TYILDVYTMURZDT-UHFFFAOYSA-N
2364983,105470,inactive,CC(C)c(c(O)c1)cc(C(Nc2cc(NC(CCCCCCC(NO)=O)=O)ccc2)=O)c1O,GUCOCWPEQSFOTC-UHFFFAOYSA-N
1346004,31,active,CC(C)C(c1nc(cccc2)c2[o]1)[n]1nnc(/C=C/C(NO)=O)c1,IOAXCKZMCHPECI-BQYQJAHWSA-N
1346011,5,active,CC(C)C(c1nc(cccc2)c2[s]1)[n]1nnc(/C=C/C(NO)=O)c1,UMBQOGACOOEGLO-BQYQJAHWSA-N
476596,3200,inactive,CC(C)c(cc1)ccc1-c1c[s]c(NC(C(CCCCNS(N)(=O)=O)NC(OCc2ccccc2)=O)=O)n1,IVFPOHHSUTWRCH-UHFFFAOYSA-N
1511207,550,inactive,CC(C)c(cc1)ccc1C(NOCCCCCC(NO)=O)=O,PNNZNIKBLLFJJL-UHFFFAOYSA-N
1510834,2455,inactive,CC(C)c(cc1)ccc1NC(NOCCCCCC(NO)=O)=O,GEUNMTOGEPCPFY-UHFFFAOYSA-N
1249532,537,inactive,CC(C)c(cc1)ccc1S(N1CCC(CCCC(NO)=O)CC1)(=O)=O,IPAKZVMBYBRAQM-UHFFFAOYSA-N
1525713,570,inactive,CC(C)C[C@@H](C(N[C@@H](Cc1c[nH]c2c1cccc2)COc(ccc(/C=C/C(NO)=O)c1)c1OC)=O)NC(OC(C)(C)C)=O,UIJLGAMRDFCFTR-UPAUHMODSA-N
578806,3,active,CC(C)C[C@@H](CC(N[C@@H](C)C(N[C@@H](CCCCCC(NO)=O)C(N[C@H]1Cc2c[nH]c3c2cccc3)=O)=O)=O)NC1=O,VSHFAZBXGXHGQO-BTDFZRAWSA-N
578815,477,inactive,CC(C)C[C@@H](CC(N[C@@H](C)C(N[C@@H](CCCCCC(O)=O)C(N[C@H]1Cc2c[nH]c3c2cccc3)=O)=O)=O)NC1=O,BLVLSEPOIOLKDB-BTDFZRAWSA-N
578816,291,inactive,CC(C)C[C@@H](CC(N[C@@H](C)C(N[C@@H](CCCCCC(O)=O)C(N[C@H]1Cc2cccc3ccccc23)=O)=O)=O)NC1=O,UQIBYWVWCZGXRK-FUTPGTCUSA-N
578872,541,inactive,CC(C)C[C@@H](CC(N[C@@H](C)C(N[C@@H](CCCCCC(O)=O)C(N[C@H]1Cc2ccccc2)=O)=O)=O)NC1=O,CMOKNQDOFXAZIY-QESAQDPVSA-N
578819,497.5,inactive,CC(C)C[C@@H](CC(N[C@@H](Cc1ccccc1)C(N[C@@H](CCCCCC(O)=O)C(N[C@H]1Cc2cccc3ccccc23)=O)=O)=O)NC1=O,WEUKJQCIVIFTNN-MCEBTLFFSA-N
578817,17,active,CC(C)C[C@@H](CC(N[C@@H](CCCCCNC(C)=O)C(N[C@@H](CCCCCC(O)=O)C(N[C@H]1Cc2cccc3ccccc23)=O)=O)=O)NC1=O,DQIMPFMQPBIJFZ-MCEBTLFFSA-N
578873,500,inactive,CC(C)C[C@@H](CC(NC(C)(C)C(N[C@@H](CCCCCC(O)=O)C(N[C@H]1Cc2cccc3ccccc23)=O)=O)=O)NC1=O,PFENCIHWAXWJGC-RNXOBYDBSA-N
161882,2.1,active,CC(C)C[C@@H](CN[C@@H](Cc(cc1)ccc1OCCCCC1)C(NCCCCCC(NO)=O)=O)[C@@H]1C(OC(C)(C)C)=O,DTHRQNYHGPKVIC-ITHJLQSDSA-N
161989,38,active,CC(C)C[C@H]([C@H](CN1[C@@H](C2)C(NCCCCCC(NO)=O)=O)CCCCCOc3ccc2cc3)C1=O,WYIZVDUQZZZLAR-CAOCKLPOSA-N
162065,66,active,CC(C)C[C@H](C1(CCCC1)C(N1[C@@H](Cc2ccccc2)C(NCCCCCC(NO)=O)=O)=O)C1=O,QRAGXMZJANOPRM-VXKWHMMOSA-N
161975,99,active,CC(C)C[C@H](CC(N1[C@@H](Cc2ccccc2)C(NCCCCCC(NO)=O)=O)=O)C1=O,BPOCISKACYSSCO-MOPGFXCFSA-N
161999,640,inactive,CC(C)C[C@H](CC(N1[C@@H](CC2CCCCC2)C(NCCCCCC(NO)=O)=O)=O)C1=O,CGYWUWNDNRKOID-MOPGFXCFSA-N
162129,5000,inactive,CC(C)C[C@H](CC(N1CC(NCCCCCC(NO)=O)=O)=O)C1=O,SAKCSSDTWQOXQO-GFCCVEGCSA-N
2418571,210,active,CC(C)c1ccc(C/C(\C(NCCSSCCNC(/C(\Cc2ccc(C(C)C)cc2)=N/O)=O)=O)=N\O)cc1,WEIJOFSUBZRXGT-UHFFFAOYSA-N
1165856,838,inactive,CC(C)CC(/C=C/c1ccccc1)[n]1nnc(/C=C/C(NO)=O)c1,BXTRNSNNNNYKSA-GFULKKFKSA-N
1346014,19,active,CC(C)CC(c1nc(cccc2)c2[o]1)[n]1nnc(/C=C/C(NO)=O)c1,GNPOWSZXVBHRHU-BQYQJAHWSA-N
2471259,72000,inactive,CC(C)CC(CCCCC(NCc(cc1)cc(OC)c1O)=O)O,AXAFZYPXGBPNCW-UHFFFAOYSA-N
1732200,1043.1,inactive,CC(C)Cc1ccc(C(C)C(NC(Cc2c[nH]c3c2cccc3)COc2ccc(/C=C/C(NO)=O)cc2)=O)cc1,HRJWWFKNSOYHCW-SFQUDFHCSA-N
1172117,426.3,inactive,CC(C)CCc(c(O)c(CCC(NO)=O)cc1)c1OCCCCC(NO)=O,QQJXFAPGUSYJSF-UHFFFAOYSA-N
1172118,209.9,active,CC(C)CCc(c(O)c(CCC(NO)=O)cc1)c1OCCCCCC(NO)=O,DNQITENBLTVZHW-UHFFFAOYSA-N
1172119,24.6,active,CC(C)CCc(c(O)c(CCC(NO)=O)cc1)c1OCCCCCCC(NO)=O,UQMPTGLAYDPERB-UHFFFAOYSA-N
1172120,28.9,active,CC(C)CCc(c(O)c(CCC(NO)=O)cc1)c1OCCCCCCCC(NO)=O,CHQKSRGYKLCECS-UHFFFAOYSA-N
1172121,523.2,inactive,CC(C)CCc(c(O1)c(cc2)C=CC1=O)c2OCCCCC(NO)=O,ZMPNJWYNAAHQCV-UHFFFAOYSA-N
1172122,128.2,active,CC(C)CCc(c(O1)c(cc2)C=CC1=O)c2OCCCCCC(NO)=O,SJRQFESTGDLSLW-UHFFFAOYSA-N
1172123,22.2,active,CC(C)CCc(c(O1)c(cc2)C=CC1=O)c2OCCCCCCC(NO)=O,KEVRYVQWWIUOTN-UHFFFAOYSA-N
1172124,39,active,CC(C)CCc(c(O1)c(cc2)C=CC1=O)c2OCCCCCCCC(NO)=O,YCAXPWXKZOFDDQ-UHFFFAOYSA-N
1172125,711.6,inactive,CC(C)CCc(c(OC(CC1)=O)c1cc1)c1OCCCCC(NO)=O,PGKHQKXYZJECTA-UHFFFAOYSA-N
1172126,425.5,inactive,CC(C)CCc(c(OC(CC1)=O)c1cc1)c1OCCCCCC(NO)=O,XYTFZUBBBMDWEN-UHFFFAOYSA-N
1172127,23.7,active,CC(C)CCc(c(OC(CC1)=O)c1cc1)c1OCCCCCCC(NO)=O,LNONTANPNYDPKB-UHFFFAOYSA-N
1172128,111.7,active,CC(C)CCc(c(OC(CC1)=O)c1cc1)c1OCCCCCCCC(NO)=O,LPGGITSJGVLBNZ-UHFFFAOYSA-N
1574544,3170,inactive,CC(C)CN(Cc1ccc(/C=C/C(NO)=O)[o]1)Cc1ccccc1,TXXJOSOSWRZWOL-ZHACJKMWSA-N
2298451,311.9,inactive,CC(C)CNC(C(Cc1c[nH]c2c1cccc2)NC(/C=C/c(cc1)ccc1C(NO)=O)=O)=O,OUODPQHERQFWEM-FMIVXFBMSA-N
2390344,150,active,CC(C)CNC(C(Cc1c[nH]c2c1cccc2)NC(c1ccc(/C=C/C(NO)=O)cc1)=O)=O,KOWOOWBACFWEEA-FMIVXFBMSA-N
1574524,1610,inactive,CC(C)N(Cc1ccc(/C=C/C(NO)=O)[o]1)Cc(cc1)ccc1-c1ccccc1,ZPKDKHUWTQTDNX-CCEZHUSRSA-N
1574542,180,active,CC(C)N(Cc1ccc(/C=C/C(NO)=O)[o]1)Cc1ccccc1,CMYOLJZJCKUTKL-ZHACJKMWSA-N
1788988,9.2,active,CC(C)N(CCc1c(C)[nH]c2c1cccc2)S(c1ccc(/C=C/C(NO)=O)cc1)(=O)=O,AZCJEQQESYNRQH-JLHYYAGUSA-N
235384,23,active,CC(C)N(CCc1c[nH]c2c1cccc2)Cc1ccc(/C=C/C(NO)=O)cc1,ILAZEUQGANOTAY-VAWYXSNFSA-N
1562137,214,active,CC(C)Nc1nc(-c2c(C3)cc(/C=C/C(NO)=O)cc2)c3[s]1,FFEWQUZMEJKPAG-GQCTYLIASA-N
386812,100,active,CC(C)SC(SCC(c(cc1)cc(Cl)c1Cl)=O)=S,JMNLJNWUEJOUJI-UHFFFAOYSA-N
386804,1258.9,inactive,CC(C)SC(SCC(c1ccc(C)cc1)=O)=S,GCXQASFNNFIAQD-UHFFFAOYSA-N
235511,23,active,CC(c1ccc(/C=C/C(NO)=O)cc1)NCCc1c[nH]c2c1cccc2,VEWDUIKQQXEUEV-DHZHZOJOSA-N
2105078,100,active,CC(c1ccccc1)Nc1c(cc(-c(cc2)ccc2N)[n]2CCCCCC(NO)=O)c2ncn1,XAXBZYMWDNYPBE-UHFFFAOYSA-N
2152845,100,active,CC(c1ccccc1)Nc1c(cc(-c2ccc(CNCCN)cc2)[n]2CCCCCC(NO)=O)c2ncn1,HLODHAJQUHKYBO-UHFFFAOYSA-N
604028,25.7,active,CC(c1ccccc1)Nc1c(cc(c(OC)c2)OCCCCCCC(NO)=O)c2ncn1,VPPDBLLRRNCUSU-UHFFFAOYSA-N
2134158,100,active,CC(c1ccccc1)Nc1c(cc(cc2)OCCCCCC(NO)=O)c2ncn1,QBFMDUKVTGGKMO-UHFFFAOYSA-N
2114502,100,active,CC(c1ccccc1)Nc1ncnc2c1cc(-c(cc1)ccc1C(NCCNCCCCCC(NO)=O)=O)[nH]2,IZZFWJLPZLAKFA-UHFFFAOYSA-N
2126464,100,active,CC(c1ccccc1)Nc1ncnc2c1cc(-c(cc1)ccc1C(NCCNCCCCCCC(NO)=O)=O)[n]2C,BVGMTOOWGPWDSU-UHFFFAOYSA-N
2127041,100,active,CC(c1ccccc1)Nc1ncnc2c1cc(-c(cc1)ccc1C(NO)=O)[nH]2,HJLXEWSRVJQEGZ-UHFFFAOYSA-N
2131023,100,active,CC(c1ccccc1)Nc1ncnc2c1cc(-c(cc1)ccc1NC(CCCC(NO)=O)=O)[nH]2,SMDISTWGFIENMP-UHFFFAOYSA-N
2162480,100,active,CC(c1ccccc1)Nc1ncnc2c1cc(-c(cc1)ccc1NC(Nc(cc1)ccc1C(NO)=O)=O)[nH]2,VVUNSRRSWNSUJG-UHFFFAOYSA-N
2119340,1000,inactive,CC(c1ccccc1)Nc1ncnc2c1cc(-c(cc1)ccc1NC(Nc1ccc(/C=C/C(NO)=O)cc1)=O)[nH]2,GPHXVSXUGZOIEA-CXUHLZMHSA-N
2141428,100,active,CC(c1ccccc1)Nc1ncnc2c1cc(-c(cc1)ccc1NCc(cc1)ccc1C(NO)=O)[nH]2,FRQKQKQVTXMERM-UHFFFAOYSA-N
2138661,100,active,CC(c1ccccc1)Nc1ncnc2c1cc(-c(cc1)ccc1NCc1ccc(/C=C/C(NO)=O)cc1)[nH]2,UMCCKWNUMLSPPX-LFIBNONCSA-N
2186557,100,active,CC(c1ccccc1)Nc1ncnc2c1cc(-c(cc1)ccc1OCCCC(NO)=O)[nH]2,NQJNYUNDDOUISQ-UHFFFAOYSA-N
2108756,100,active,CC(c1ccccc1)Nc1ncnc2c1cc(-c(cc1)ccc1OCCCCC(NO)=O)[nH]2,BJVFDJMSCQOJHZ-UHFFFAOYSA-N
2114044,1000,inactive,CC(c1ccccc1)Nc1ncnc2c1cc(-c(cc1)ccc1OCCCNCCCCCC(NO)=O)[nH]2,MLIVELIGODXIMJ-UHFFFAOYSA-N
2123681,100,active,CC(c1ccccc1)Nc1ncnc2c1cc(-c(cc1)ccc1OCCNCCCCCC(NO)=O)[nH]2,KZDOMLWLSCUAOX-UHFFFAOYSA-N
2166366,100,active,CC(c1ccccc1)Nc1ncnc2c1cc(-c(cc1)ccc1OCCNCCCCCCC(NO)=O)[nH]2,QASXQSTXYMLZNP-UHFFFAOYSA-N
2163764,100,active,CC(c1ccccc1)Nc1ncnc2c1cc(-c(cc1)ccc1OCCNCCCCCCCC(NO)=O)[nH]2,GSQHXYWUYIWAJF-UHFFFAOYSA-N
2138117,1000,inactive,CC(c1ccccc1)Nc1ncnc2c1cc(-c1ccc(CN(CC3)CCC3NCCCCCC(NO)=O)cc1)[nH]2,MFXVQGAELMATQY-UHFFFAOYSA-N
2133767,1000,inactive,CC(c1ccccc1)Nc1ncnc2c1cc(-c1ccc(CN(CC3)CCC3NCCCCCCC(NO)=O)cc1)[nH]2,DXKIYWMOVFHTDV-UHFFFAOYSA-N
2177751,100,active,CC(c1ccccc1)Nc1ncnc2c1cc(-c1ccc(CN(CC3)CCC3NCCCCCCCC(NO)=O)cc1)[nH]2,BRYUHVBCXYJNEY-UHFFFAOYSA-N
2112877,1000,inactive,CC(c1ccccc1)Nc1ncnc2c1cc(-c1ccc(CN3CCN(CCCC(NO)=O)CC3)cc1)[nH]2,VVYYIJDJDXRIOY-UHFFFAOYSA-N
2181620,1000,inactive,CC(c1ccccc1)Nc1ncnc2c1cc(-c1ccc(CN3CCN(CCCCC(NO)=O)CC3)cc1)[nH]2,KJTCUAWNUJWJQJ-UHFFFAOYSA-N
2147636,100,active,CC(c1ccccc1)Nc1ncnc2c1cc(-c1ccc(CN3CCN(CCCCCC(NO)=O)CC3)cc1)[nH]2,NKQVVPNGDOFUHY-UHFFFAOYSA-N
2125971,100,active,CC(c1ccccc1)Nc1ncnc2c1cc(-c1ccc(CN3CCN(CCCCCCC(NO)=O)CC3)cc1)[nH]2,NDRDPOLTZPQUOD-UHFFFAOYSA-N
2100074,1000,inactive,CC(c1ccccc1)Nc1ncnc2c1cc(-c1ccc(CN3CCN(CCOCCCCC(NO)=O)CC3)cc1)[nH]2,XVADLSTUSUHIJS-UHFFFAOYSA-N
2178339,100,active,CC(c1ccccc1)Nc1ncnc2c1cc(-c1ccc(CNCc(cc3)ccc3C(NO)=O)cc1)[nH]2,ZMEJPUFHDFOMJY-UHFFFAOYSA-N
2119668,1000,inactive,CC(c1ccccc1)Nc1ncnc2c1cc(-c1ccc(CNCC(NO)=O)cc1)[nH]2,OXCQIYIYJJKVOU-UHFFFAOYSA-N
2145918,100,active,CC(c1ccccc1)Nc1ncnc2c1cc(-c1ccc(CNCCCCCC(NO)=O)cc1)[nH]2,WZOHBJVJJKWIKR-UHFFFAOYSA-N
2107851,100,active,CC(c1ccccc1)Nc1ncnc2c1cc(-c1ccc(CNCCCCCCCC(NO)=O)cc1)[nH]2,LMRFRMCTNGTCIF-UHFFFAOYSA-N
1346009,86,active,CC(c1nc(cccc2)c2[o]1)[n]1nnc(/C=C/C(NO)=O)c1,ZEZCJMLXWZCSJD-VOTSOKGWSA-N
1511211,1456.25,inactive,Cc(cc1)c(C)cc1C(NOCCCCCC(NO)=O)=O,XBQPEXDCROFSOE-UHFFFAOYSA-N
620002,20,active,Cc(cc1)c(C)cc1NC(CCCCC(NO)=O)=O,SYCMLNJYYUSBNQ-UHFFFAOYSA-N
2518219,5,active,Cc(cc1)cc(/C2=C3/Nc(cccc4)c4\C/3=N/O)c1N(Cc(cc1)ccc1C(NO)=O)C/2=O,NYKRABWRKHHINK-UHFFFAOYSA-N
2529736,20,active,Cc(cc1)cc(/C2=C3/Nc(cccc4)c4\C/3=N/O)c1N(Cc1ccc(/C=C/C(NO)=O)cc1)C/2=O,AYECQXDGPKKAOJ-GRCRMPDISA-N
2492677,18,active,Cc(cc1)cc(/C2=C3/Nc(cccc4)c4\C/3=N/O)c1N(CCCCCCC(NO)=O)C/2=O,XVEOCYHWWWIAJH-UHFFFAOYSA-N
619999,171,active,Cc(cc1)cc(C)c1NC(CCCCC(NO)=O)=O,ITHRXJHJBAWJPC-UHFFFAOYSA-N
1589194,64500,inactive,Cc(cc1)cc(N)c1NC(/C=C/c(cc1)cc(OC)c1OCC(Nc(cc1)cc(Cl)c1Cl)=O)=O,DOTCJZAAFBHVNR-BJMVGYQFSA-N
1589196,16400,inactive,Cc(cc1)cc(N)c1NC(/C=C/c(cc1)cc(OC)c1OCC(Nc(cc1)ccc1Br)=O)=O,NMIAWACBSIBVIO-LFYBBSHMSA-N
